1458672515 3 0 0 0 0
1458672986 36 0 0 0 0
1458673394 38 0 0 0 0
1458673479 39 0 0 0 0
1458673794 144 0 0 0 0
1458674055 146 0 0 0 0
1458676102 157 0 0 0 0
1458676591 165 0 0 0 0
1458677808 166 0 0 0 0
1458678091 167 0 0 0 0
1458682459 185 0 0 0 0
1458767365 186 0 0 0 0
1459598602 216 0 0 0 0
1459602984 216 3 0 0 0
1459618531 230 3 0 0 0
1459622789 235 3 0 0 0
1459624257 246 3 0 0 0
1459624631 251 3 0 0 0
1459673652 254 3 0 0 0
1459683246 260 3 0 0 0
1459930518 261 3 0 0 0
1460200671 432 3 0 0 0
1460201342 437 3 0 0 0
1460202169 438 3 0 0 0
1460202825 450 3 0 0 0
1460211227 473 3 0 0 0
1460211780 473 3 3 0 0
1460216681 475 3 3 0 0
1460278365 476 3 3 0 0
1460290612 479 3 3 0 0
1460484172 488 3 3 0 0
1460532646 488 3 5 0 0
1460532694 488 3 5 0 0
1461416675 488 11 5 0 0
1461421726 488 31 5 0 0
1461423222 493 31 5 0 0
1461425304 496 31 5 0 0
1461434953 496 31 85 0 0
1461435624 496 31 88 0 0
1461438119 496 64 88 0 0
1461438139 496 86 88 0 0
1461439137 496 86 88 0 0
1461439271 496 88 88 0 0
1461440472 496 90 88 0 0
1461440684 496 93 88 0 0
1461442644 496 98 88 0 0
1461446519 596 98 88 0 0
1461446688 596 109 88 0 0
1461447544 597 109 88 0 0
1461487870 623 109 88 0 0
1461498148 626 109 88 0 0
1461501281 675 109 88 0 0
1461505368 675 163 88 0 0
1461505437 675 163 88 61 0
1461506509 675 163 88 67 0
1461507577 675 163 88 95 0
1461508734 675 163 88 96 0
1461511657 675 179 88 96 0
1461514344 675 182 88 96 0
1461514369 675 183 88 96 0
1462358795 675 183 158 96 0
1462361878 675 183 243 96 0
1462398156 803 183 243 96 0
1462399360 803 183 243 96 0
1464812021 803 183 243 239 0
1464814206 803 183 243 332 0
1464986205 803 183 243 374 0
1465034276 878 183 243 374 0
1465035373 922 183 243 374 0
1465036116 1399 183 243 374 0
1465036155 1401 183 243 374 0
1465036240 1402 183 243 374 0
1465042098 1435 183 243 374 0
1465042672 1435 183 243 374 0
1465042969 1435 183 243 507 0
1465044410 1435 183 243 1437 0
1465044443 1435 183 243 1437 0
1465044981 1435 183 243 1437 0
1465045798 1477 183 243 1437 0
1465045857 1479 183 243 1437 0
1465049120 1510 183 243 1437 0
1465049550 1510 183 243 1640 0
1465050109 1575 183 243 1640 0
1465051032 1575 183 243 1832 0
1465051358 1575 183 243 1832 0
1465051408 1575 183 243 1832 0
1465055594 1575 183 243 1964 0
1465057674 1599 183 243 1964 0
1465057713 1630 183 243 1964 0
1465058891 1644 183 243 1964 0
1465060809 1715 183 243 1964 0
1465061929 1722 183 243 1964 0
1465062187 1722 183 243 1964 0
1465065739 1722 183 243 2147 0
1465067013 1814 183 243 2147 0
1465068984 1814 183 243 2170 0
1465077284 2038 183 243 2170 0
1465077314 2040 183 243 2170 0
1465123683 2040 183 243 2177 0
1465123811 2040 183 243 2177 0
1465123983 2040 183 243 2180 0
1465137857 2040 183 243 2368 0
1465140496 2040 183 243 2368 0
1465140906 2040 183 243 2368 0
1465295842 2040 191 243 2368 0
1465301850 2040 396 243 2368 0
1465303001 2040 425 243 2368 0
1465303307 2040 435 243 2368 0
1465304574 2040 475 243 2368 0
1465305942 2040 601 243 2368 0
1465307153 2040 601 243 2368 0
1465307169 2040 601 243 2573 0
1465307374 2040 601 243 2573 0
1465307615 2040 601 243 2579 0
1465308008 2040 601 243 2579 0
1465308042 2040 602 243 2579 0
1465309191 2040 602 243 2583 0
1465311274 2040 602 243 2734 0
1465311343 2040 628 243 2734 0
1465315569 2040 628 243 2867 0
1465315680 2040 682 243 2867 0
1465315690 2040 682 243 2873 0
1465315769 2040 682 243 2874 0
1465315794 2040 682 243 2874 0
1465316228 2040 682 243 2874 0
1465316498 2040 682 304 2874 0
1465316973 2040 682 304 2874 0
1465317119 2040 700 304 2874 0
1465317432 2040 700 304 2874 0
1465317934 2040 700 365 2874 0
1465317969 2040 700 365 2874 0
1465318300 2040 700 365 2874 0
1465318465 2040 700 365 2874 0
1465318702 2040 700 365 2874 0
1465319425 2056 700 365 2874 0
1465319824 2056 700 372 2874 0
1465320601 2056 775 372 2874 0
1465321744 2056 775 372 2874 0
1465322063 2056 783 372 2874 0
1465322134 2056 783 437 2874 0
1465322164 2056 783 437 2874 0
1465322443 2056 783 437 2874 0
1465323506 2056 783 471 2874 0
1465323675 2056 801 471 2874 0
1465324615 2202 801 471 2874 0
1465324691 2202 801 471 2874 0
1465325340 2213 801 471 2874 0
1465327066 2213 801 471 2874 0
1465327389 2213 801 528 2874 0
1465327490 2222 801 528 2874 0
1465327872 2222 801 528 3012 0
1465328150 2222 801 528 3012 0
1465328171 2222 805 528 3012 0
1465328176 2222 805 528 3012 0
1465328614 2222 805 528 3012 0
1465328724 2222 805 528 3012 0
1465329146 2222 805 528 3012 0
1465329168 2222 805 528 3012 0
1465329350 2222 805 528 3012 0
1465330024 2225 805 528 3012 0
1465330161 2225 812 528 3012 0
1465331007 2288 812 528 3012 0
1465331144 2289 812 528 3012 0
1465331773 2359 812 528 3012 0
1465331879 2366 812 528 3012 0
1465332218 2366 812 731 3012 0
1465332304 2366 812 755 3105 0
1465332428 2366 812 755 3105 0
1465333199 2385 812 755 3105 0
1465333433 2385 812 782 3105 0
1465333767 2385 812 782 3105 0
1465333862 2385 812 782 3105 0
1465333905 2385 812 782 3110 0
1465334357 2385 812 788 3110 0
1465334386 2385 812 788 3110 0
1465334468 2385 812 788 3110 0
1465334495 2385 812 788 3110 0
1465334963 2385 812 789 3110 0
1465336452 2385 871 789 3110 0
1465336697 2385 871 816 3110 0
1465336860 2385 873 816 3110 0
1465337042 2385 873 816 3110 0
1465337594 2428 873 816 3110 0
1465337626 2428 905 816 3110 0
1465338069 2428 905 816 3110 0
1465338126 2428 905 816 3110 0
1465338670 2428 905 816 3110 0
1465338788 2428 946 816 3110 0
1465338998 2542 946 816 3110 0
1465339001 2542 946 816 3308 0
