1458672515 1 0 0 0 0
1458672986 2 0 0 0 0
1458673394 3 0 0 0 0
1458673479 4 0 0 0 0
1458673794 5 0 0 0 0
1458674055 6 0 0 0 0
1458676102 7 0 0 0 0
1458676591 8 0 0 0 0
1458677808 9 0 0 0 0
1458678091 10 0 0 0 0
1458682459 11 0 0 0 0
1458767365 12 0 0 0 0
1459598602 13 0 0 0 0
1459602984 13 1 0 0 0
1459618531 14 1 0 0 0
1459622789 15 1 0 0 0
1459624257 16 1 0 0 0
1459624631 17 1 0 0 0
1459673652 18 1 0 0 0
1459683246 19 1 0 0 0
1459930518 20 1 0 0 0
1460200671 21 1 0 0 0
1460201342 22 1 0 0 0
1460202169 23 1 0 0 0
1460202825 24 1 0 0 0
1460211227 25 1 0 0 0
1460211780 25 1 1 0 0
1460216681 26 1 1 0 0
1460278365 27 1 1 0 0
1460290612 28 1 1 0 0
1460484172 29 1 1 0 0
1460532646 29 1 2 0 0
1460532694 29 1 3 0 0
1461416675 29 2 3 0 0
1461421726 29 3 3 0 0
1461423222 30 4 3 0 0
1461425304 31 4 3 0 0
1461434953 31 4 4 0 0
1461435624 31 4 5 0 0
1461438119 31 5 5 0 0
1461438139 31 6 5 0 0
1461439137 31 7 5 0 0
1461439271 31 8 5 0 0
1461440472 31 9 5 0 0
1461440684 31 10 5 0 0
1461442644 31 11 5 0 0
1461446519 34 11 5 0 0
1461446688 34 12 5 0 0
1461447544 35 12 5 0 0
1461487870 36 12 5 0 0
1461498148 37 12 5 0 0
1461501281 38 12 5 0 0
1461505368 38 13 5 0 0
1461505437 38 14 5 1 0
1461506509 38 14 5 2 0
1461507577 38 14 5 3 0
1461508734 38 14 5 4 0
1461511657 38 15 5 4 0
1461514344 38 16 5 4 0
1461514369 38 17 5 4 0
1462358795 38 17 6 4 0
1462361878 38 17 7 4 0
1462398156 39 17 7 4 0
1462399360 39 17 7 5 0
1464812021 39 17 7 6 0
1464814206 39 17 7 7 0
1464986205 39 17 7 8 0
1465034276 40 17 7 8 0
1465035373 41 17 7 8 0
1465036116 42 17 7 8 0
1465036155 43 17 7 8 0
1465036240 44 17 7 8 0
1465042098 45 17 7 8 0
1465042672 46 17 7 8 0
1465042969 46 17 7 9 0
1465044410 46 17 7 10 0
1465044443 46 17 7 11 0
1465044981 47 17 7 11 0
1465045798 48 17 7 11 0
1465045857 49 17 7 11 0
1465049120 50 17 7 11 0
1465049550 50 17 7 12 0
1465050109 51 17 7 12 0
1465051032 51 17 7 13 0
1465051358 52 17 7 13 0
1465051408 53 17 7 13 0
1465055594 53 17 7 14 0
1465057674 54 17 7 14 0
1465057713 55 17 7 14 0
1465058891 56 17 7 14 0
1465060809 57 17 7 14 0
1465061929 58 17 7 14 0
1465062187 59 17 7 14 0
1465065739 59 17 7 15 0
1465067013 60 17 7 15 0
1465068984 60 17 7 16 0
1465077284 61 17 7 16 0
1465077314 62 17 7 16 0
1465123683 62 17 7 17 0
1465123811 62 17 7 18 0
1465123983 62 17 7 19 0
1465137857 62 17 7 20 0
1465140496 63 17 7 20 0
1465140906 64 17 7 20 0
1465295842 64 18 7 20 0
1465301850 64 19 7 20 0
1465303001 64 20 7 20 0
1465303307 64 21 7 20 0
1465304574 64 22 7 20 0
1465305942 64 23 7 20 0
1465307153 64 23 7 21 0
1465307169 64 23 7 22 0
1465307374 64 23 7 23 0
1465307615 64 23 7 24 0
1465308008 64 24 7 24 0
1465308042 64 25 7 24 0
1465309191 64 25 7 25 0
1465311274 64 25 7 26 0
1465311343 64 26 7 26 0
1465315569 64 26 7 27 0
1465315680 64 27 7 27 0
1465315690 64 27 7 28 0
1465315769 64 27 7 29 0
1465315794 64 28 7 29 0
1465316228 65 28 7 29 0
1465316498 65 28 8 29 0
1465316973 65 28 8 30 0
1465317119 65 29 8 30 0
1465317432 66 29 8 30 0
1465317934 67 29 9 30 0
1465317969 67 29 10 30 0
1465318300 68 29 10 30 0
1465318465 69 29 10 30 0
1465318702 69 29 11 30 0
1465319425 70 29 11 30 0
1465319824 70 29 12 30 0
1465320601 70 30 12 30 0
1465321744 70 30 13 30 0
1465322063 70 31 13 30 0
1465322134 70 31 14 30 0
1465322164 70 31 15 30 0
1465322443 70 31 16 30 0
1465323506 70 31 17 30 0
1465323675 70 32 17 30 0
1465324615 71 32 17 30 0
1465324691 72 32 17 30 0
1465325340 73 32 17 30 0
1465327066 74 32 17 30 0
